budget,genres,homepage,popularity,production_companies,production_countries,runtime,spoken_languages,vote_average,vote_count,lang_english,year,holiday,revenue
15000000,1,0,3.94159,3,2,95,1,6.1,52,1,2006,1,21000000
9500000,4,1,9.586723,7,3,139,1,6.8,65,0,2005,0,24000000
10000000,3,0,14.938035,3,1,108,1,6.1,1104,1,2006,1,163876815
2000000,3,1,4.028906,0,0,97,1,5.7,18,1,2006,1,167000
1200000,4,0,5.39865,1,1,115,1,6.8,18,1,1936,1,2736000
149000000,4,1,9.922577,2,2,85,1,6,909,1,2006,1,64459316
50000000,3,1,10.297304,7,3,147,1,7.1,1198,1,2006,0,132180323
12000000,3,0,6.829528,4,1,98,1,5,241,1,2006,1,84500122
35000000,3,0,7.82187,2,1,118,3,6.5,360,1,2006,0,42064105
15000000,3,0,9.338989,5,1,85,1,5.1,61,1,2006,1,11992014
12000000,2,0,12.142183,1,1,86,1,5.9,44,1,2006,1,5542025
150000000,3,1,23.065078,3,5,144,2,7.3,3930,1,2006,1,599045960
100000000,2,1,15.088318,2,1,108,1,5.9,1457,1,2006,1,384335608
4000000,2,0,3.856827,1,1,84,4,5.5,70,1,2006,1,4630045
75000000,3,0,14.922904,3,1,126,1,6.6,1519,1,2006,1,180557550
85000000,2,1,14.043416,4,2,136,1,6.7,1259,1,2006,1,194168700
12000000,2,0,11.556057,2,2,112,2,7.3,51,1,2006,0,1381665
2000000,4,1,7.659357,1,1,120,3,6.3,198,1,2005,0,5967038
22000000,2,1,7.98193,2,1,93,1,6.5,419,1,2006,1,13405595
100000000,3,0,12.477872,7,2,143,2,7.4,2344,1,2006,1,170877916
85000000,3,0,10.254314,2,2,97,1,5.8,300,1,2006,1,144000000
100000000,4,1,9.851133,7,3,104,1,4.9,990,1,2006,1,249288105
24000000,1,1,11.697604,4,1,102,2,6.5,858,1,2006,1,155721132
16800000,3,1,5.108321,3,1,122,1,5.8,73,1,2006,0,2281089
500000,2,1,5.978211,2,1,92,2,5.2,48,1,2006,1,745327
65000000,1,0,5.401746,4,1,124,1,6.7,189,1,2006,1,43545364
85000000,3,1,11.057536,3,1,167,5,6.3,342,1,2006,1,59908565
70000000,1,1,7.739633,3,1,134,1,6.6,292,1,2006,1,154937680
21000000,2,1,13.585233,3,2,123,2,7.6,368,1,2007,0,41170784
4000000,2,1,3.403583,3,1,109,1,6.6,66,1,2006,1,13401952
15000000,2,1,8.593087,6,1,92,2,6.9,239,1,2006,1,49469904
21000000,3,0,5.756379,6,3,87,1,5,207,1,2006,0,480314
32000000,6,1,5.290831,3,1,108,4,5.9,87,1,2006,1,5914908
19000000,4,1,11.649588,4,2,141,2,7.2,553,1,2006,1,68673228
9000000,2,0,7.888302,1,2,84,2,4.8,119,1,2006,1,21510851
47000000,5,1,13.139893,4,2,75,1,4.6,108,1,2006,0,38085778
20000000,3,0,11.107148,1,1,84,1,4.7,78,1,2007,0,10337477
13000000,2,0,5.607508,1,1,114,1,6.1,90,1,2007,1,75511123
30000000,3,0,8.599342,1,2,92,1,6.3,143,1,2006,1,35078241
86000000,4,0,11.621534,4,1,94,1,6,663,1,2006,1,107944236
10000000,3,0,7.160967,3,1,84,1,5.6,253,1,2007,0,25399945
60000000,3,1,8.460206,3,1,96,1,7,1146,1,2007,0,137587063
100000,1,1,2.777856,1,1,83,1,6.5,27,1,1978,1,362222
2000000,1,0,11.276024,1,1,108,1,6.6,132,1,2007,1,22179430
25000000,3,1,5.953413,2,1,111,1,5.8,109,1,2006,1,16158487
17000000,4,1,7.906434,5,3,109,1,6.4,541,1,2006,1,57103895
20000000,3,0,5.549609,4,1,86,1,3.2,334,1,2007,0,86865564
16000000,3,0,9.629399,6,1,90,1,5.6,216,1,2007,0,1109660
50000000,3,1,2.159558,7,4,121,3,6,666,1,2007,0,82169884
60000000,1,1,7.667874,3,1,101,1,5,434,1,2007,0,95673607
150000000,4,1,20.50803,2,1,111,1,7.5,4510,1,2007,1,623722818
13000000,2,0,6.980486,3,1,120,5,6.7,213,0,2006,1,4857367
13000000,4,1,6.862146,1,1,104,1,6.2,124,1,2006,1,11130889
15500000,3,0,8.960677,5,3,95,1,6.3,279,1,2006,1,7385434
5000000,2,0,0.619657,1,1,94,1,4.8,9,1,1970,1,3000000
14500000,3,1,10.021547,1,4,128,2,6.7,96,0,2006,1,22963701
3700000,4,0,13.505066,1,1,98,1,6.4,116,1,2006,1,3338228
5000000,1,0,3.172765,1,1,95,1,6.8,53,1,2006,1,3833507
110000000,4,1,11.902354,7,2,114,1,5.2,1754,1,2007,0,228738393
10000000,3,0,6.063809,2,1,100,1,6.6,19,1,2007,0,31609243
40000000,3,0,7.196688,4,1,96,1,6.2,569,1,2007,0,145896422
30000000,3,1,8.140941,3,2,101,1,6.3,1045,1,2007,0,77566815
10000000,4,0,4.468247,7,1,84,2,5.6,72,1,2007,0,20342161
15000000,1,1,7.050403,1,1,116,2,6.6,247,1,2006,1,10903846
994000,1,1,5.230003,3,1,89,1,6.2,61,1,2006,0,165000
12000000,3,1,13.535195,5,1,121,1,7.4,2252,1,2007,0,80573774
70000000,3,0,9.41746,5,1,96,3,5.9,880,1,2007,1,76066841
818418,1,1,4.387586,4,1,152,3,7.3,112,1,2005,0,4851244
13000000,2,0,1.884204,1,1,100,1,6.1,26,1,1986,1,8475466
65000000,4,0,19.083823,3,1,157,1,7.3,2080,1,2007,0,84785914
2000000,1,0,0.717595,1,1,90,1,4,4,1,2006,0,30
65000000,3,1,18.108408,7,1,117,1,7,5092,1,2006,1,422610419
8,3,0,5.140016,6,2,92,2,6.7,131,1,2006,0,21
11000000,3,1,9.386916,4,1,119,1,6.7,546,0,2006,0,88489643
16500000,2,1,7.829737,3,2,120,2,6.9,325,1,2007,0,37311672
12000000,1,0,4.273271,2,2,122,5,6.8,50,1,2006,0,20138836
11000000,2,0,3.966066,1,2,90,1,5,56,1,2007,0,13196245
20000000,3,0,10.163764,3,1,96,1,5.8,391,1,2007,0,84146832
20000000,1,1,10.763622,3,1,89,1,6.2,533,1,2007,0,22217407
20000000,1,1,10.027137,5,1,124,1,7.1,340,1,2007,0,22222308
61000000,5,1,14.246918,3,1,124,1,6.9,1495,1,2007,0,95696996
34000000,4,1,11.358363,5,1,90,1,6,349,1,2007,0,95608995
21000000,3,0,7.440511,17,3,145,4,7.2,288,0,2006,0,26193068
16000000,3,1,12.153493,2,1,99,1,6.6,209,1,2007,0,5367030
40000000,2,1,9.825841,5,1,99,2,5.4,209,1,2007,1,62771059
150000000,3,0,10.529576,2,1,95,1,6.7,787,1,2007,0,169332978
18000000,2,0,5.034585,1,1,115,1,6.4,147,1,2006,0,1196307
50000000,2,0,12.715571,4,2,107,1,7,1210,1,2007,1,32017803
25000000,2,0,4.78586,4,1,116,1,6.4,60,1,2006,1,11772461
50000000,1,0,5.91265,4,2,114,1,6.6,100,1,2006,1,9448082
60795000,4,0,9.925255,2,1,109,2,5.4,242,1,2007,1,73090611
20000000,3,1,18.006896,4,1,105,2,6.6,1038,1,2007,1,117760134
45000000,1,0,11.101549,4,1,99,3,5.4,173,1,2007,0,30822861
15500000,4,0,6.300001,4,1,93,1,5.5,16,1,2005,0,1237615
25000000,4,0,5.615957,2,2,96,1,5.5,152,1,2006,1,5549200
19000000,2,0,7.712309,2,1,80,1,6,406,1,2007,1,35300645
10000000,3,1,9.351276,3,1,97,1,5.8,163,1,2007,1,17500000
25000000,2,0,10.19853,2,4,90,3,6.1,682,1,2007,0,229736344
30000000,5,0,6.097503,6,2,102,1,6,148,1,2007,1,26810113
258000000,3,1,27.614265,3,1,139,2,5.9,3687,1,2007,1,890871626
22000000,4,1,9.409701,7,1,115,1,6.5,278,0,2006,0,68000000
8000000,1,1,0.860734,0,1,124,2,6.1,17,0,2005,1,2019009
4200000,2,1,7.42908,3,1,132,1,6.2,170,0,2006,0,38862717
2380000,2,1,2.514638,4,1,101,1,7.4,370,1,2006,0,8176544
30000000,3,1,9.058516,2,1,129,1,6.2,1255,1,2007,1,219076518
50000000,4,1,7.768045,4,2,117,1,6.5,738,1,2007,0,90450008
15000000,3,0,12.884191,6,2,100,1,6.5,1225,1,2007,1,64238440
160000000,5,1,14.072479,2,1,93,1,6,2355,1,2007,1,798958165
160000,3,1,10.357064,3,1,85,1,7.4,457,1,2007,0,20710513
300000000,3,1,31.363664,3,1,169,1,6.9,4627,1,2007,1,961000000
4000000,2,0,5.911303,3,1,102,1,6,167,1,2006,1,8059140
20000000,4,0,7.423812,4,1,120,1,6.8,543,1,2007,1,41637263
9000000,1,0,2.961621,2,1,97,1,6,17,1,2007,1,2955039
30000000,3,0,8.552967,3,1,108,1,5.7,323,1,2007,0,16930884
85000000,2,1,12.16276,4,1,122,3,6.5,2040,1,2007,1,311312624
2000000,3,0,1.372493,4,1,90,1,6.7,21,1,2006,1,300000
1000000,4,0,2.392367,2,1,78,2,6.2,20,1,2006,1,10018
10200000,1,0,8.916747,3,1,93,2,5.6,464,1,2007,1,35619521
85000000,3,1,11.526339,2,1,85,1,5.9,616,1,2007,1,149044513
130000000,4,0,12.924254,7,3,92,4,5.4,2648,1,2007,1,289047763
8000000,4,1,5.284805,3,1,91,1,6.6,137,1,2006,0,426224
25000000,2,1,13.412137,4,1,113,1,6.7,1359,1,2007,1,25037897
16000,1,0,0.892476,1,1,66,1,3.5,17,1,1953,1,1000000
10000000,3,0,9.604564,1,1,126,1,6.9,339,1,2006,0,7177143
2000000,1,0,4.681832,0,1,87,2,6,19,1,2006,1,265198
250000,1,0,0.003013,0,0,82,1,5.9,8,1,1992,0,340147
9000000,1,0,6.766086,1,1,123,4,7.3,241,1,2007,1,24538513
2224000,2,0,0.988777,4,2,100,2,6,17,0,2004,0,28000000
16000000,2,1,16.770196,3,4,100,3,6.7,97,1,2007,0,18928871
25000000,2,1,9.196884,3,1,104,1,6.5,1372,1,2007,0,94679598
9000000,2,1,8.832907,6,1,90,1,6.9,508,1,2007,0,46
110000000,2,0,14.886039,5,2,128,3,6.4,2122,1,2007,1,383531464
35000000,1,1,7.102076,6,2,91,1,5.3,258,1,2007,0,69307224
175000000,3,1,9.156877,7,1,96,1,5.3,1194,1,2007,1,173000000
150000000,3,1,5.587707,9,1,144,2,6.6,4113,1,2007,1,709709780
17000000,3,0,8.687797,3,2,96,1,4.4,134,1,2007,0,2626800
150000000,4,1,21.3643,2,2,138,1,7.4,5633,1,2007,1,938212738
85000000,2,1,6.645799,2,1,115,1,5.8,640,1,2007,0,186072214
70000000,4,1,14.784525,5,3,127,1,7.2,1215,1,2007,0,135560026
75000000,3,1,14.302911,2,1,87,1,6.9,2335,1,2007,0,527068851
12000000,4,1,4.961439,2,1,105,3,4,81,1,2007,0,9620399
28000000,1,1,9.672317,5,2,104,1,6.1,336,1,2007,0,92601050
70000000,4,1,18.173269,5,2,115,5,7.3,2938,1,2007,0,442824138
4000000,4,1,4.725299,7,1,90,1,6.2,82,1,2007,0,2426851
20000000,1,1,16.205105,2,1,113,1,7,2152,1,2007,0,121463226
140000000,4,0,9.718111,1,1,91,5,6.1,801,1,2007,0,258022233
67000000,4,0,8.920545,4,4,102,1,5,210,1,2007,1,25303038
16500000,1,0,6.463883,3,1,108,1,6,242,1,2007,0,13620075
70000000,3,1,13.842333,5,2,110,2,6.5,517,1,2007,0,86658558
6000000,2,1,5.414213,2,1,89,1,4.4,94,1,2007,0,18197398
80000000,2,0,5.228837,4,2,99,2,5.7,366,1,2007,0,15071514
25000000,3,0,12.077833,6,2,103,4,6,422,1,2007,0,40452643
20000000,3,0,6.764056,2,1,106,1,6.1,335,1,2007,0,47738099
15000000,1,1,11.607678,3,1,109,1,5.9,510,1,2007,0,80253908
20000000,4,0,6.612175,5,1,105,1,6.4,303,1,2007,0,16974459
15000000,5,0,8.031164,3,3,93,2,5.7,41,1,2007,0,20380
55000000,1,1,18.079094,4,1,122,1,6.9,1210,1,2007,0,70016220
39000000,4,1,7.259086,2,1,86,2,6.3,589,1,2007,0,26820641
30000000,2,0,8.913338,4,3,123,2,7.4,1075,1,2007,0,129266061
852510,1,0,9.990406,7,2,113,1,7.4,158,0,2007,0,1185783
2000000,1,1,1.987795,0,0,102,1,7.3,23,1,2007,0,1431623
70000000,3,1,11.8027,3,1,122,1,6.4,258,1,2007,0,69766619
23000000,5,1,9.604552,5,1,124,1,6.6,265,1,2007,0,29541790
2200000,1,0,4.102052,2,1,157,1,7.2,98,0,2006,0,11502151
24000000,3,0,11.414893,3,1,97,1,5.7,94,1,2007,1,9576495
4000000,2,1,4.661689,2,3,105,1,6.2,79,1,2007,0,46474
51500000,3,1,9.897909,9,3,100,5,7.2,867,1,2007,0,55112356
8000000,3,0,2.942202,1,1,99,1,5.8,19,1,2007,1,458232
22000000,4,0,10.77166,2,2,97,1,5.8,104,1,2007,0,413454
45000000,3,1,3.009134,4,5,94,1,6.1,1308,1,2007,0,148412065
25000000,1,1,7.456047,6,2,101,1,5.6,454,1,2007,0,59192128
15000000,2,1,15.423538,4,1,148,2,7.8,3139,1,2007,0,56255142
22000000,2,1,9.627676,3,1,110,1,6,434,1,2007,0,147880543
60000000,1,0,9.149612,4,1,116,2,5.7,414,1,2007,1,127766650
25000000,3,1,8.936547,3,1,98,1,6.5,363,1,2007,1,68377859
16000000,3,1,6.493474,2,1,91,4,7.1,876,1,2007,0,24377151
21000000,3,0,7.572144,3,1,117,2,6.5,327,1,2007,1,54926886
55000000,3,0,7.608243,3,1,114,3,6.6,310,1,2007,0,74237563
25000000,3,1,7.857078,3,1,119,1,6.6,508,1,2007,0,92991835
12000000,3,1,8.025118,3,1,106,2,7.1,517,1,2007,1,11293663
30000000,2,1,8.764548,4,2,113,1,6.2,784,1,2007,1,75505973
27500000,2,1,13.482558,3,1,120,2,6.2,207,1,2007,0,24748670
16000000,1,1,11.446274,4,1,113,1,6.7,90,1,2007,0,2849142
19000000,3,1,6.148516,2,1,113,1,7.2,1034,1,2007,1,34619699
30000000,3,1,10.111313,6,3,160,1,7,792,1,2007,0,14711793
8000000,5,0,3.034823,1,1,107,1,6.3,26,1,2006,0,143451
3800000,1,1,10.083019,9,2,122,3,6.6,68,0,2007,0,17804565
15000000,2,0,2.016044,1,1,113,1,6.1,33,1,2007,1,55184721
10000000,3,1,12.233863,2,1,93,1,5.9,938,1,2007,1,139352633
100000000,2,1,9.644542,5,2,157,1,7.4,1527,1,2007,1,266465037
150000000,4,1,8.774374,3,1,91,1,5.7,1208,1,2007,1,287594577
18000000,3,0,9.309967,5,1,117,1,6.9,359,1,2007,0,25005257
14000000,1,0,11.090265,8,2,112,1,7.5,290,0,2007,1,19777647
25000000,3,0,15.565484,4,1,122,2,7.7,3083,1,2007,1,171600000
1000000,1,0,1.833892,0,1,87,1,6,12,1,2007,0,18479
25000000,3,1,8.874048,3,1,114,1,7.2,821,1,2007,1,66122026
3,2,0,1.486349,1,1,113,1,6.8,18,0,2006,0,4
35000000,4,0,5.80986,6,1,92,1,6,223,1,2007,1,63215872
100000000,3,0,5.502098,4,1,116,1,5.5,211,1,2007,1,97838349
70000000,3,1,9.951195,4,1,115,1,5.5,855,1,2007,1,195735876
45000000,2,1,5.20735,2,1,139,1,6.5,84,1,2007,1,4607608
17000000,3,1,6.242588,10,3,144,1,5.2,154,1,2006,1,374743
4000000,2,0,6.975759,2,1,159,3,6.6,54,0,2007,1,7537453
18000000,3,1,8.435642,2,1,126,1,6.7,1438,1,2007,1,57096190
85000000,4,1,11.447798,4,1,107,1,6.6,1512,1,2007,1,340487652
24000000,4,1,13.765241,6,2,89,3,5.9,982,1,2007,1,99965753
8000000,2,1,9.276709,1,1,98,1,5.7,162,1,2007,1,7766240
9100000,3,0,4.384156,1,1,170,1,7.2,85,0,2007,1,37707444
86000000,3,0,7.076062,3,1,84,2,6.3,403,1,2007,1,14373825
180000000,2,1,11.481379,4,2,113,4,5.8,1347,1,2007,1,372234864
150000000,5,1,11.379355,6,1,101,1,6.9,4977,1,2007,1,585349010
60000000,5,1,11.805233,4,1,92,4,5.5,1212,1,2007,1,361366633
20000000,2,1,9.351557,9,1,135,1,6.6,202,1,2007,1,4001121
7500000,3,1,11.791591,2,1,96,1,7,2313,1,2007,1,231411584
10000000,2,0,11.119593,4,3,111,1,6.1,197,1,2007,1,21786738
5000000,2,0,3.494388,2,1,90,2,6.2,37,1,2007,0,782102
900000,3,0,2.78291,0,0,86,2,6,4,1,2006,1,82701
1300000,1,1,0.044561,0,0,135,2,5,1,0,2006,0,639000
45000000,2,1,9.070643,3,1,97,1,7,1138,1,2007,1,175372502
20000000,1,1,5.970067,10,2,128,5,7.3,405,1,2007,1,73276047
50000000,3,1,10.038401,5,2,116,1,7,1745,1,2007,1,152000000
130000000,4,1,12.854373,6,1,124,3,6.1,1782,1,2007,1,457363168
25000000,1,0,8.200627,3,1,158,1,7.9,1581,1,2007,1,77208711
75000000,3,1,9.979162,3,1,102,5,6.5,342,1,2007,1,119000410
40000000,5,1,10.793324,4,1,94,1,4.9,758,1,2007,1,41797066
35000000,2,1,7.219935,2,1,96,1,6.6,214,1,2007,1,18317151
15000000,1,0,8.735448,3,1,126,1,6.9,153,1,2007,1,30226144
40000000,3,1,5.083211,4,3,112,1,6.3,293,1,2007,1,103071443
30000000,2,0,10.304881,3,1,126,1,7,1011,1,2007,1,156835339
30000000,2,1,10.342202,3,1,111,1,6.1,1013,1,2008,0,160259319
2600000,1,1,6.093304,4,1,165,1,7.7,194,0,2007,1,28430000
70000000,6,0,6.280906,2,1,90,2,4,104,0,2007,0,53587404
1500000,2,1,8.504511,1,1,78,2,7.1,954,0,2007,1,30448000
20000000,3,1,6.496913,6,2,108,1,6.6,142,1,2007,0,6819587
25000000,3,1,12.868098,2,1,85,2,6.4,2297,1,2008,0,170764026
35000000,1,1,7.85217,3,1,101,1,5.9,241,1,2008,0,32483410
50000000,2,1,9.91556,5,2,92,3,6.4,1009,1,2008,0,113244290
30000000,1,1,6.416753,2,1,84,1,3.8,370,1,2008,0,84646831
12000000,3,1,8.233662,2,1,98,2,5.5,284,1,2008,0,56309766
50000,4,0,11.329733,0,1,103,1,5.9,85,1,2007,0,249905
85000000,3,0,11.928661,6,2,120,1,6.5,1555,1,2008,0,160388063
15000000,3,1,9.895652,5,2,107,1,7.4,1414,1,2008,0,34533783
2000000,1,0,0.367324,2,2,115,2,6.4,9,0,2006,1,111000
7000000,5,0,7.958502,4,1,91,1,5.5,75,1,1990,0,9229401
35000000,2,0,4.386145,2,1,114,1,5.7,58,1,2008,0,43650785
70000000,3,1,9.4548,2,1,112,1,5.4,454,1,2008,0,111231041
15000000,2,1,0.900864,2,1,85,1,6.7,10,1,2007,1,22730842
85000000,3,1,11.03897,3,2,88,1,5.9,1855,1,2008,0,222231186
40000000,4,1,7.001645,5,1,90,2,6.3,731,1,2008,0,151161491
90000000,3,0,11.133784,2,1,95,1,6.3,593,1,2008,0,162839667
23000000,3,0,7.667579,3,1,98,2,6.5,658,1,2008,0,150816700
8376800,5,1,12.237488,2,1,213,2,7.6,74,0,2008,0,13000000
10000000,2,1,11.840495,3,1,100,1,6.2,241,1,2007,0,33000000
1000000,1,1,6.415898,1,1,106,1,6.6,53,1,2007,1,274661
105000000,4,0,13.99377,5,2,109,1,5.1,934,1,2008,0,266000000
20000000,3,1,8.732701,5,3,112,1,6.6,708,1,2008,0,64822796
30000000,3,0,13.436536,6,4,108,1,5.8,374,1,2008,0,22211426
85000000,5,0,8.326699,3,1,88,1,6.3,927,1,2008,0,297138014
15000000,3,1,6.841586,4,6,112,1,6.3,562,1,2007,1,7938872
18000000,1,0,6.375447,5,3,120,2,6.5,165,0,2007,0,26527510
62000000,2,1,6.258666,3,3,87,1,4.3,243,1,2008,1,41819064
2000000,3,0,12.001324,1,1,95,1,5.4,194,1,2007,0,5364858
8000000,3,1,8.762536,0,1,95,1,6.8,51,1,2007,0,60641
3500000,4,0,7.031719,3,1,75,1,6.6,115,1,2008,0,5231128
25000000,2,1,10.510245,4,1,104,3,5.2,128,1,2008,1,6673422
2000000,4,0,9.796755,1,1,97,3,5.9,88,1,1993,1,54207
185000000,4,1,123.167259,5,2,152,2,8.3,12269,1,2008,0,1004558444
2500,2,0,0.404753,0,1,78,1,6.6,7,1,2007,0,15425
20000000,2,1,14.753931,3,1,115,1,6.5,511,1,2008,0,41627431
24000000,1,0,5.035414,4,1,145,1,5.6,62,0,2006,0,23321954
300000,1,0,2.290725,1,1,88,1,5.2,14,1,1983,0,3952448
35000000,2,1,8.33756,2,1,123,1,6.5,1406,1,2008,0,69823199
7000000,3,1,3.756539,8,1,95,1,5.8,74,1,2008,1,10569964
58000000,3,1,9.37102,4,2,114,2,5.7,131,1,2008,0,41299492
16000000,2,0,7.404835,1,2,124,3,7.1,35,1,2007,1,34786960
40000000,2,0,3.916952,3,2,124,3,6.2,47,1,1986,1,1641825
25000000,2,1,5.430566,4,1,113,1,6.1,84,1,2008,0,11207130
6000000,1,0,2.002032,2,1,138,2,7.2,23,1,2008,0,1300000
37000000,4,0,7.558125,1,1,96,1,5.6,341,1,2008,1,100076342
30000000,3,1,15.106676,2,1,111,3,6.4,1194,1,2008,1,105173115
35000000,3,0,7.876483,1,1,85,1,4.9,394,1,2008,0,25871834
20000000,4,0,13.246795,4,1,109,2,6.3,369,1,2008,1,65569869
12000000,2,1,13.065315,1,1,107,1,6.2,508,1,2008,1,43493123
120000000,3,1,7.134168,6,3,135,1,5.7,359,1,2008,1,93945766
55000000,3,1,6.997601,4,2,104,2,6.3,476,1,2008,1,127906624
38000000,4,0,6.100498,6,4,93,2,4.3,75,1,2007,1,5410749
4000000,1,1,7.391932,2,3,96,2,6.7,146,1,2007,0,6870249
25000000,1,0,7.720729,5,1,107,1,5.7,200,1,2008,1,17741298
30000000,1,1,10.901355,2,1,99,1,5.8,205,1,2008,1,63833449
3500000,1,1,1.787297,1,1,90,1,4.1,33,1,2008,1,7700000
140000000,3,1,22.073099,2,1,126,4,7.4,8951,1,2008,1,585174222
40000000,2,0,6.417385,2,2,101,3,6,410,1,2008,1,84601681
600000,2,0,0.958152,0,1,105,2,5,6,1,2001,1,1023156
25000000,2,0,16.367481,9,3,93,4,7.2,4444,1,2008,0,226830568
7000000,2,0,9.218164,2,2,97,1,6.9,143,1,2008,0,8900000
5000000,3,1,6.226054,2,1,97,1,5.9,89,1,2007,0,346592
35000000,2,0,10.054226,6,1,99,2,5.8,949,0,2008,1,170000000
225000000,3,0,12.490891,7,4,150,1,6.3,1668,1,2008,1,419651413
5000000,4,1,4.800426,0,1,106,1,5.6,86,1,2008,1,1296184
185000000,2,1,12.577266,2,1,122,3,5.7,2558,1,2008,1,786636033
65000000,3,1,9.170332,3,1,145,1,6,525,1,2008,1,415252786
9000000,3,1,8.845536,3,1,86,1,6,509,1,2008,1,82391145
130000000,4,1,16.897541,1,1,90,1,6.9,3231,1,2008,1,631744560
90000000,2,1,13.116461,4,1,113,2,5.5,1068,1,2008,1,201596308
5000000,1,0,4.391819,4,2,108,1,6.7,61,0,2007,1,6463286
5000000,4,1,5.147819,3,3,89,1,6,64,1,1996,0,42000000
60000000,2,1,6.22229,5,3,91,2,4.9,968,1,2008,1,163403799
150000000,3,0,19.125537,4,1,114,3,6.1,3086,1,2008,1,163712074
40000000,2,1,14.622493,5,3,125,3,6.5,53,0,2008,0,7400000
180000000,2,1,16.088366,3,1,98,1,7.8,6439,1,2008,1,521311860
75000000,3,1,12.457896,9,2,110,1,6.4,2583,1,2008,1,258270008
150000000,2,1,11.017324,7,1,92,2,6.2,3050,1,2008,0,624029371
500000,2,0,2.317528,2,1,88,1,6,30,1,2007,0,220151
80000000,3,1,11.35779,8,3,110,2,6,1072,1,2008,1,230685453
259000,2,0,0.722511,1,1,65,1,6.2,5,1,1928,1,921000
103000,3,0,1.345287,1,1,86,0,5.8,11,1,1925,0,704000
6000000,1,1,5.598338,2,1,99,1,6.2,95,1,2008,0,2899975
52000000,2,0,10.534437,5,3,108,2,6.4,1435,1,2008,0,609841637
11000000,1,1,7.250134,9,1,106,1,6.7,638,0,2008,0,53191886
5200000,3,1,4.230046,3,1,118,4,6.7,50,0,2007,0,14723313
45000000,5,0,10.419974,2,1,93,3,5.8,1353,1,2008,0,101702060
60000000,4,1,11.542926,6,1,90,1,5.1,381,1,2008,0,50650079
20000000,2,0,4.522772,1,1,97,3,5.5,59,1,2007,0,8380329
20000000,3,0,9.570657,1,1,126,3,6.8,163,0,2006,1,27793200
15000000,3,0,12.497651,9,4,111,5,6.5,197,1,2008,0,5926410
37000000,2,1,6.212702,5,1,81,1,5.1,102,1,2008,0,63800345
130000000,3,1,16.551503,6,1,163,1,7,2892,1,2009,0,185258983
65000000,1,0,8.579638,5,1,98,2,6.5,1084,1,2008,0,128107642
20000000,2,1,11.069679,8,3,133,5,6.2,55,1,2008,0,13204291
30000000,4,0,9.863584,4,2,104,1,5.5,534,1,2008,0,68369434
700000,1,0,2.819298,3,1,77,1,5.9,36,1,2007,0,31576
145000000,3,1,14.250227,5,2,112,3,5.2,1418,1,2008,0,401128639
21000000,2,0,5.204249,1,1,120,1,5.8,66,1,2008,0,17600000
15000000,5,1,13.389735,4,1,98,2,6,294,1,2008,0,3533227
5000000,2,1,3.334353,2,1,110,3,6.6,60,1,2008,0,4040588
15000000,2,0,9.648539,6,2,96,2,6.7,1050,1,2008,0,96408652
27000000,2,1,8.461369,2,1,111,1,6.6,1169,1,2008,0,101624843
80341000,3,1,11.867516,3,1,150,2,7.1,207,0,2008,0,127814609
27000000,4,0,4.631978,0,1,117,1,6.1,244,1,2008,0,44352417
13000000,2,0,6.829658,1,1,112,2,6.4,73,1,2008,0,14894347
92000000,2,1,8.980941,4,3,107,2,6.5,1707,1,2008,0,188072649
8500000,6,1,8.524857,1,2,98,1,5.8,434,1,2008,0,68282844
8000000,4,0,6.603748,4,2,111,1,5.1,142,1,2008,0,2033165
2000000,3,1,7.636625,3,3,90,4,7.8,294,0,2008,1,11125849
4000000,2,1,7.274237,1,1,115,1,7.5,997,0,2008,0,10785801
45000000,3,1,13.53003,6,3,105,1,6,1205,1,2008,0,73762516
25000000,2,1,9.920106,4,1,97,1,5.6,548,1,2008,0,70442940
15000000,2,1,9.469873,1,1,102,2,5.6,159,1,2008,0,8762890
35000000,3,0,8.612618,5,2,110,1,6,494,1,2008,0,72436439
3800000,5,1,9.239882,2,1,121,1,6.3,79,0,2007,0,2725258
37000000,2,0,13.206799,5,3,96,1,6.5,1251,1,2008,0,163720069
25000000,2,1,11.634132,3,1,87,1,3.1,250,1,2008,0,14109284
70000000,4,1,9.273808,8,2,101,2,5.4,687,1,2008,0,72108608
22000000,4,1,7.859606,4,1,114,2,6.6,210,1,2008,0,23530831
7000000,1,1,10.36168,1,1,94,1,4.8,48,1,2008,0,6230276
16000000,3,1,6.62363,1,1,114,1,4.6,96,1,2008,0,50007546
3500000,1,0,34.145916,5,2,102,1,4.1,135,0,2007,0,54947
60000000,5,1,5.762005,6,1,103,3,4.7,323,1,2008,1,39031337
45000000,3,1,6.576009,7,1,99,2,5,336,1,2008,0,42487390
79000,1,1,2.066141,1,1,85,1,6,35,1,2006,1,245000
60000000,4,1,7.094624,5,1,101,3,5.9,382,1,2008,0,73174566
20000000,3,0,13.857624,2,1,110,1,5.9,294,1,2008,0,27640028
4002313,4,1,1.02071,1,0,98,1,6,4,1,2007,0,6
20000000,3,0,12.392754,3,1,115,2,6.3,305,1,2008,0,20211394
45000000,2,0,11.221186,4,2,160,3,6.3,90,1,2008,0,9323833
80000000,3,0,14.324875,4,2,118,1,6.3,1038,1,2008,0,178066569
27000000,3,0,11.981531,6,1,110,1,6.2,247,1,2008,1,17286299
9000000,3,0,12.992176,4,1,89,1,6.4,387,1,2008,1,32973937
