budget,genres,homepage,popularity,production_companies,production_countries,runtime,spoken_languages,vote_average,vote_count,lang_english,year,holiday,revenue
40000000,2,0,10.336913,1,1,138,1,6.5,20,1,1991,1,23202444
2200000,2,0,6.127903,1,1,99,2,6.6,123,1,1970,1,136400000
65000000,4,0,10.90061,4,1,132,1,6.6,933,1,2001,1,117487473
53000000,3,1,5.3962,5,1,102,1,5.5,91,1,2001,1,29700000
60000000,5,1,17.987728,3,1,90,1,7.3,4183,1,2001,1,484409218
52500000,3,0,13.691781,2,2,127,3,7.4,1348,1,2001,0,179213434
140000000,3,0,11.419388,2,1,183,3,6.6,1833,1,2001,1,449220945
22000000,2,0,2.523655,1,1,101,1,6.3,53,1,1990,0,39071603
27000000,5,0,7.334686,3,1,112,2,6.2,232,1,1991,1,179033791
15000000,3,0,13.971865,1,1,128,1,7.4,336,1,1988,1,34604000
2000000,1,0,10.650752,2,1,128,2,7.4,472,1,1960,1,4905000
14000000,2,0,6.573364,1,1,88,1,6,147,1,1987,1,57915972
12000000,5,0,11.354247,3,1,182,2,7.2,59,1,1966,1,20000000
22000000,2,0,8.473369,2,1,84,1,4.6,310,1,2001,1,84772742
80000000,3,0,5.395127,3,1,101,1,5.7,650,1,2001,1,98376292
102000000,3,0,9.646208,5,2,99,2,6.1,946,1,2001,1,147080413
18000000,3,0,4.984905,2,1,121,3,6.7,73,1,1970,1,24911670
24000000,3,0,11.453093,3,1,120,1,6.9,861,1,1991,0,83531958
23000000,2,0,6.477258,3,2,117,2,5.8,63,1,1992,1,57138719
90000,2,0,0.837849,1,1,72,1,6.1,7,1,1958,1,5000000
21000000,2,0,8.451188,5,1,116,1,6.9,429,1,1982,1,177200000
120000000,4,1,10.901602,2,1,95,3,6.7,1257,1,2001,1,186053725
115000000,4,0,15.851722,7,1,100,1,5.7,2235,1,2001,1,274703340
70000000,4,0,7.906683,3,1,87,1,4.9,422,1,2001,1,176104344
38000000,3,0,1.406181,4,2,106,1,6.6,3485,1,2001,1,207283925
100000000,3,0,13.249364,4,1,146,1,6.8,2011,1,2001,1,235926552
16000000,3,0,9.503157,2,1,130,1,7.3,57,1,2001,1,29381649
13000000,2,0,6.236729,2,1,99,2,6.6,98,1,2001,1,16929123
60000000,2,1,8.142251,6,1,87,4,5,363,1,2001,0,93375151
25000000,3,0,7.637345,6,2,98,3,6.4,304,1,2001,0,64437847
45000000,1,0,10.869056,4,2,83,1,5.4,1019,1,2001,0,141220678
18000000,1,0,6.693055,1,1,95,4,6.2,161,1,1981,1,72179579
2686000,3,0,1.920256,1,1,109,2,6,31,1,1963,1,6600000
270000,2,0,3.481988,1,1,79,1,6.5,71,1,1960,1,1450000
3200000,1,0,6.641827,2,1,123,1,7.4,272,1,1962,1,8000000
14000000,2,0,8.678022,1,1,85,1,7,80,1,1991,1,2735731
4000000,3,0,5.317544,2,1,124,1,6.8,76,1,1961,0,8200000
4500000,2,0,4.31583,2,1,116,1,6.9,90,1,1956,1,10400000
10000000,3,0,6.830599,3,1,108,1,6.4,71,1,1985,0,25754284
16000000,1,0,6.918821,2,1,112,1,6.2,153,1,1981,1,17374595
130000,2,0,11.116474,2,1,100,3,7.4,235,0,1972,1,85000000
137000000,6,0,10.223851,3,2,106,1,5.9,441,1,2001,0,85131830
18000000,1,0,12.769371,2,1,96,1,6.2,908,1,2001,0,141774679
68000000,3,0,14.741992,3,2,124,2,6.7,436,1,2001,0,71069884
5000000,3,0,3.531682,1,1,94,1,6.3,55,1,2001,0,5476060
7500000,4,0,5.283245,1,2,99,2,5.9,140,1,1988,1,18869631
46630000,4,0,7.753416,4,2,126,1,6.9,185,1,1988,1,8083123
4000000,3,0,3.927714,0,2,124,1,6.9,12,1,1988,0,670774
4000000,2,0,5.296777,1,1,86,1,5.3,31,1,1988,1,9797098
20000000,3,0,4.619593,2,1,106,1,6.4,72,1,1988,0,51684798
19000000,2,0,10.874079,2,1,95,1,6.3,187,1,1988,0,8247943
8000000,2,0,0.964399,1,0,95,1,5.3,12,1,1988,1,784990
3512454,1,0,0.134014,5,1,95,1,7,20,0,2013,0,115860
20000000,2,0,9.270831,1,1,104,2,5.7,330,1,1988,0,171504781
6000000,3,0,5.529808,1,1,120,2,6.6,100,1,1988,1,46616067
39000000,2,0,7.830087,2,1,116,1,6.5,944,1,1988,1,288752301
2000000,5,0,10.113807,3,1,82,1,5.9,221,1,1986,1,13167232
4500000,4,0,9.97523,2,1,86,1,5,91,1,1988,1,3813293
6000000,2,0,3.590547,1,1,95,1,4.9,47,1,1988,1,28202109
20000000,4,0,8.105859,2,2,120,2,6.6,232,1,1988,0,17637950
24000000,1,0,11.666172,2,1,91,1,6.4,155,1,1988,1,43455230
9000000,1,1,1.99161,1,1,88,1,5.1,17,1,1988,0,6436211
2500000,2,0,9.97466,1,1,93,1,5.8,59,1,1988,0,1189315
12300000,3,0,13.631352,6,2,69,1,7,660,1,1988,1,84460846
8000000,2,0,9.631158,2,1,90,1,6.1,100,1,1988,0,22433275
20000000,2,0,6.493525,2,1,108,1,5.3,132,1,1988,1,13854000
12000000,5,0,11.516965,2,1,102,1,5.6,16,1,1988,0,7242035
8000000,1,0,1.194377,0,0,91,1,5.7,9,1,1988,1,1893139
29000000,2,0,14.25013,4,1,104,2,5.8,360,1,1988,1,34994648
6200000,2,0,6.606325,1,1,89,1,5.8,95,1,1988,0,9205924
4000000,2,0,6.258984,3,1,91,1,7.3,270,1,1985,1,14237000
3500000,5,0,3.382894,2,1,104,1,6.9,38,1,1982,0,20659423
7000000,2,0,7.791952,1,1,98,1,6.2,120,1,1988,0,19595031
16000000,5,0,1.835663,3,2,102,2,5.6,15,1,1988,1,4594452
4000000,4,1,11.292364,3,1,94,1,7.1,562,1,1988,1,13008928
15000000,1,0,5.952494,1,1,107,1,5.7,566,1,1988,1,216614388
31000000,3,0,5.443097,3,1,122,1,6,136,1,1989,1,74134790
1000000,2,0,7.314536,2,1,95,1,5.5,71,1,1985,0,10499694
5000000,3,0,6.69473,1,1,100,1,5.9,24,1,1989,0,117463
10000000,3,1,15.109261,1,1,90,4,6.7,464,1,1989,0,40485039
30000000,3,0,6.973408,3,1,125,2,6.2,250,1,1989,0,45892212
22500000,3,0,7.435688,1,2,113,1,6.8,203,1,1989,0,18671317
500000,2,0,8.473602,2,1,86,1,4.9,154,1,1989,1,10166459
19000000,2,0,2.727017,2,1,117,1,5.6,20,1,1989,1,19738015
10000000,5,0,11.509677,3,2,100,1,5.5,110,1,1988,0,3916303
16000000,2,0,1.629224,6,1,117,1,5.9,23,1,1989,0,2420917
30000000,3,0,9.01086,1,1,116,2,5.7,85,1,1989,1,60864870
20000000,2,0,9.059459,3,1,94,2,6.1,49,1,1989,0,7237794
17000000,3,0,5.772293,2,1,101,1,5.5,209,1,1989,1,78247647
1500000,2,0,6.939994,1,1,97,1,6.3,257,1,1989,1,14697005
25000000,5,0,10.653446,3,2,98,1,6,125,1,1989,0,15704614
7000000,4,0,6.256969,0,1,102,1,5.6,53,1,1989,0,793775
24000000,5,0,4.701379,4,1,115,1,6.2,208,1,1989,0,22099847
7500000,2,0,5.795045,2,1,93,1,5.8,546,1,1989,1,296000000
11000000,1,0,5.304376,2,1,107,1,6.7,222,1,1989,0,49797148
3000000,3,0,10.018693,2,1,87,1,7.2,50,1,1989,1,1145404
12000000,4,0,3.801832,1,1,108,1,5,53,1,1989,1,15942628
8000000,2,0,0.863547,2,1,93,1,5.6,20,1,1989,1,16093651
16000000,3,0,2.549325,3,3,105,1,4.9,50,1,1988,1,4192440
93000000,4,0,0.648867,2,1,92,2,5.7,2109,1,2001,0,368780809
12000000,3,1,8.134524,6,3,114,4,6.8,107,0,2000,0,15250000
100000000,4,0,17.319836,3,1,119,1,5.6,1270,1,2001,0,362211740
20000,4,0,3.111281,1,1,111,1,7.4,63,0,1997,1,99000
400000,0,0,0.218588,0,0,97,0,6,1,1,2001,0,43719
5000000,1,1,6.386082,1,1,97,1,6.4,271,1,2001,0,295206
15000000,2,0,2.943427,3,1,114,2,6.3,259,1,1989,1,30050028
19000000,3,0,9.801967,1,1,113,1,6.7,144,1,1989,0,110879513
18000000,2,0,17.367336,1,1,103,1,6.4,220,1,1989,1,46908987
5000000,3,0,5.587765,3,1,109,1,5.5,89,1,1989,1,16554699
55000000,3,0,7.507261,1,1,104,1,6.1,468,1,1989,1,63408614
15000000,1,0,3.96986,2,1,96,2,6,49,1,1989,0,40590000
15000000,3,0,8.13754,2,1,100,1,6.6,338,1,1989,0,79258538
2000000,2,0,3.265426,2,1,103,1,6,75,1,1988,0,725131
6000000,5,0,5.763954,1,1,100,2,6.1,83,1,1989,1,14278900
58000000,4,0,9.508061,3,1,127,2,6.5,71,1,1984,1,25928721
42000000,1,0,9.970359,7,2,118,5,5.8,200,1,2001,0,35402320
37000000,3,0,7.387171,3,1,115,1,6.5,1063,1,2001,0,165335153
90000000,4,0,8.345985,1,1,90,3,6.4,1078,1,2001,0,347325802
20000000,5,0,10.648872,3,1,158,2,6.3,65,1,1969,1,31678778
15000000,6,0,10.603299,1,1,102,2,6.7,169,1,1980,1,19853892
30000000,2,0,10.25103,3,1,108,1,6,1375,1,2001,0,287553595
75000000,5,1,6.405831,3,1,95,1,6,237,1,2001,0,13596911
35000000,2,0,10.855383,1,1,94,1,5.7,56,1,2001,0,13678913
1500000,2,0,14.242234,3,1,100,1,6.2,255,1,2001,0,373967
57000000,3,1,9.243715,2,3,131,4,5.6,146,1,2001,0,62112895
48000000,2,0,12.330275,3,2,112,1,6,531,1,2001,0,85498534
22000000,1,0,11.619446,3,1,104,1,6.4,491,1,2001,0,33788161
28000000,3,1,7.058599,3,1,98,1,4.8,299,1,2001,0,14010832
34000000,3,0,5.499867,2,1,108,1,4.8,63,1,2001,0,19693891
10000000,2,0,10.414363,5,2,90,1,6.1,731,1,2001,0,59217789
1900000,2,0,4.119963,2,1,93,1,5.9,39,1,1986,0,4790926
40000000,3,0,4.260945,8,4,104,2,5.2,56,1,2001,0,27053815
57000000,3,0,10.076223,5,1,105,1,6,194,1,2001,0,16991902
700000,1,1,8.66635,0,1,97,1,6.7,31,1,2001,0,1667192
30000000,2,0,6.418936,1,1,106,2,5.4,203,1,2001,0,23619609
32000000,2,0,7.674549,4,2,106,1,6.3,126,1,2001,0,40222729
40000000,3,0,5.761051,1,1,85,1,6.3,82,1,2002,1,8493890
22000000,2,0,5.420686,5,1,104,1,3.4,38,1,2001,0,5271666
45000000,4,0,13.664622,5,2,122,4,7.3,1665,1,2001,1,104876233
1000000,3,0,2.678923,1,1,107,1,5.6,16,1,2001,1,2402459
9400000,4,0,13.266545,2,1,163,1,7,142,1,1963,1,60000000
725000,4,0,5.820841,2,1,102,1,6.5,102,1,1971,1,10600000
2900000,2,0,2.649605,1,1,136,2,7.3,25,1,1961,1,5000000
18000000,2,0,6.41742,1,1,107,1,5.8,60,1,1986,1,9697739
50000000,1,0,6.824871,7,2,113,4,6,223,1,2001,0,100020092
31000000,2,0,6.425321,3,2,101,1,6.5,132,1,2001,0,24185781
28000000,1,0,10.40782,9,2,89,1,6.1,1363,1,2001,0,60780981
23000000,3,0,10.337689,5,1,97,1,6.3,328,1,2001,1,36642838
12000000,4,0,2.828884,2,1,86,1,5.4,33,1,2001,1,17292381
28000000,2,0,5.715737,3,1,90,1,6.6,529,1,2001,1,77516304
4500000,2,0,5.395103,1,1,113,4,6.8,83,1,1980,1,7206220
15000000,2,0,2.847277,1,1,125,1,7.2,67,1,1980,0,67182787
75000000,4,0,13.136791,7,1,123,1,6.2,307,1,2001,1,67631903
11000000,3,0,4.890067,2,1,86,4,4.1,54,1,2001,1,23978402
15000000,3,0,18.184056,5,2,147,2,7.7,1517,1,2001,1,20117339
10000000,3,0,6.513545,1,1,96,2,4.3,36,1,2001,1,7316658
4000000,3,1,10.255315,2,1,102,2,7.4,630,1,1971,1,35976000
9000000,2,0,9.227244,3,1,181,3,7.4,136,1,1971,1,83304330
35000000,3,0,7.79014,2,2,122,3,6.6,758,1,2001,1,74558115
72000000,3,0,9.807552,1,1,131,1,7,290,1,2001,1,27642707
48000000,3,0,4.556123,1,1,132,1,6.5,108,1,2001,1,35743308
48000000,2,1,12.400152,4,3,120,1,7.1,710,1,2001,1,50315140
6000000,3,0,18.303148,4,1,113,1,7.7,3574,1,2001,0,1270522
75000000,3,0,6.353996,1,1,89,1,5.4,115,1,2001,1,54249294
115000000,3,1,26.419962,2,1,92,1,7.5,6150,1,2001,1,562816256
49000000,3,0,9.769047,4,1,87,1,5.7,445,1,2001,1,72700000
100000,1,0,3.580063,5,1,86,1,6.9,63,1,2001,0,490475
40000000,2,0,12.520688,1,1,114,1,5.7,764,1,2001,1,141069860
7000000,2,0,2.483032,1,1,93,1,5.3,26,1,2001,1,10229331
125000000,3,1,38.187238,3,2,152,1,7.5,7188,1,2001,1,976475550
6000000,3,1,3.916221,1,1,95,1,6,44,1,2001,1,2025238
24000000,1,0,4.197544,4,1,89,1,5.8,53,1,2001,1,14782676
92000000,3,0,18.186839,6,2,126,5,6.8,592,1,2001,1,143049560
4500000,5,0,11.111299,5,2,106,1,7.2,277,0,2001,1,6459020
14000000,4,0,4.651946,2,1,149,1,6.9,90,1,1968,0,52223306
2000000,2,0,8.066663,1,1,104,1,6.3,89,0,1985,1,390659
810000,3,0,3.099222,1,1,106,2,6.8,38,1,1977,0,1258000
6500000,3,0,9.3806,2,1,105,1,6.8,159,1,1980,1,31899000
35000000,1,0,6.346979,2,1,111,1,6.1,237,1,1980,0,27107960
9000000,3,0,7.550133,1,1,96,1,6.7,232,1,1976,1,46236000
5500000,4,0,6.389326,2,1,109,1,6.6,121,1,1977,1,26414658
5000000,6,0,5.839893,3,1,107,2,5.5,67,1,1983,1,12232628
22000000,3,0,9.737907,1,1,117,1,6.5,210,1,1983,1,67642693
40000000,4,0,11.185625,2,1,106,4,6,464,1,2001,1,91753202
85000000,2,1,12.114932,6,1,116,2,7.2,3857,1,2001,1,450717150
10000000,2,1,12.879381,9,2,122,2,7.8,3403,0,2001,1,173921954
16000000,1,0,9.101896,3,1,89,1,5.5,444,1,2001,1,66468332
68000000,5,0,10.071057,3,1,136,1,6.5,1100,1,2001,1,203388341
21000000,2,0,9.707542,1,1,110,2,7.4,1317,1,2001,1,71441250
25000000,5,0,4.11214,3,0,117,1,5,22,1,1984,0,5778353
4500000,4,0,1.808605,2,1,103,2,5,22,1,1982,1,10500000
15000000,2,0,3.521436,3,1,90,1,5.1,37,1,1983,1,16500000
12000000,1,1,6.796277,3,1,93,1,6.4,230,1,2001,1,31155435
25000000,7,0,7.308162,3,1,83,1,5.6,235,1,2001,1,80936232
93000000,3,1,32.070725,3,2,178,1,8,8892,1,2001,1,871368364
72000000,2,0,8.063684,4,1,152,1,6.6,193,1,2001,1,37317558
60000000,2,1,11.93646,3,1,135,1,7.7,3087,1,2001,1,313542341
3000000,3,0,9.730217,1,1,116,2,8.1,278,1,1957,1,9000000
107000000,1,0,9.303104,1,1,157,1,6.7,457,1,2001,1,87713825
92000000,3,0,10.064446,3,2,144,2,7.2,1832,1,2001,1,172989651
12000000,3,0,2.592296,3,2,132,1,6.2,51,1,1983,1,30400000
19800000,3,0,14.101101,1,3,137,1,6.8,256,1,2001,1,87754044
22000000,1,0,12.935016,1,1,132,1,7.2,542,1,2001,1,92542418
4000000,2,0,6.341187,2,1,111,1,6.6,254,1,2001,1,44909486
15000000,3,0,1.672406,5,2,93,1,5,22,1,1996,1,76382
29000000,4,1,11.564252,6,1,137,3,6.6,404,0,2001,0,70752904
38000000,5,0,6.938921,1,1,95,2,5.8,205,1,1990,1,153518974
18000000,1,0,3.383201,2,1,108,2,6.5,69,1,1981,1,14110013
18000000,3,0,10.151366,2,1,103,1,5.8,391,1,1984,1,100000000
1200000,3,0,8.471302,2,1,81,1,6.2,37,1,1983,0,760883
5500000,2,1,1.409619,1,1,95,1,3.3,16,1,1980,1,4865000
12000000,5,0,15.297121,1,1,96,1,6.5,364,1,1982,1,78868508
15000000,2,0,9.974312,1,1,106,1,6.3,65,1,1983,0,10219460
14000000,1,0,5.079464,2,1,120,2,6.8,156,1,1993,1,63513743
3500000,3,0,7.701349,3,1,116,4,6.9,238,1,1970,0,81600000
6000000,2,0,6.945886,2,1,141,2,6.2,45,1,1961,0,4300000
35000000,4,0,10.765924,4,1,131,1,7.3,463,1,2002,0,75395048
32000000,3,0,8.50563,1,1,119,1,6.1,307,1,2002,0,55157539
11000000,2,1,8.054499,4,1,101,1,7.5,1057,1,2002,0,41227069
344,2,1,0.158651,3,2,104,2,5.3,3,1,2001,0,4
14500000,2,0,9.298092,12,1,108,7,6.8,99,0,2001,1,95789342
13000000,2,0,7.584638,1,1,109,1,5.1,14,1,1989,0,22030000
14000000,2,0,8.559189,2,2,86,1,5.4,60,1,2002,0,6413915
24000000,2,0,0.420615,0,1,107,1,0,0,1,1981,0,939423
15000000,2,0,4.643981,1,1,88,3,5.6,202,1,2002,0,52970014
85000000,3,1,10.175503,4,1,108,2,5.5,431,1,2002,0,78382433
50000000,4,0,12.508518,1,1,99,3,5.8,281,1,1994,0,16671505
19000000,1,0,5.214505,1,1,110,0,4.4,9,1,1983,1,11000000
12000000,7,0,6.631356,2,1,93,1,4.7,161,1,2002,0,61141030
70000000,2,0,14.116474,4,1,125,2,5.9,246,1,2002,0,32287044
36000000,3,0,8.867562,3,1,116,2,7,604,1,2002,0,102244770
20000000,4,0,8.759774,5,3,72,1,6.1,304,1,2002,0,109862682
3000000,3,1,7.351028,2,1,100,1,6.6,367,1,2001,0,18492362
17000000,3,0,7.873794,1,1,87,1,6.2,202,1,1993,0,44456478
8000000,2,0,6.963023,1,1,113,1,6.3,71,1,1980,0,11715321
60000000,1,0,4.924078,6,2,104,2,6.2,209,1,2002,0,52322400
35000000,3,0,8.436243,5,2,101,1,5.5,247,1,2002,0,45479110
35000000,2,0,8.399441,1,1,102,2,7,100,1,1976,1,35323292
75000000,3,0,11.34706,3,2,138,3,6.7,531,1,2002,0,114660784
45000000,2,0,8.295437,1,1,98,1,5.1,40,1,1994,0,21355893
23000000,4,0,3.612089,2,1,76,1,4.4,40,1,1994,1,71368
1202007,1,0,6.360746,2,1,103,1,7.7,70,1,1945,1,2948386
14000000,3,0,3.909079,1,1,95,2,5.9,52,1,2002,0,25482931
80000000,3,1,8.918134,2,1,96,1,5.8,644,1,2002,0,123729176
2000000,3,0,2.186683,3,1,96,1,4.8,26,1,2002,0,2506446
44000000,4,0,4.393576,2,1,219,5,6.5,56,1,1980,1,3484331
10000000,2,0,3.557608,1,1,99,2,6.6,50,1,1980,1,15795189
59000000,4,1,17.328902,3,1,81,1,7.1,3954,1,2002,0,383257136
33000000,3,1,7.781293,4,4,100,1,6.4,2100,1,2002,0,102984862
85000000,2,1,4.917863,6,2,95,1,5.3,286,1,2002,0,77741732
1000000,1,0,3.374229,5,1,97,1,5.9,50,1,2001,1,10013424
5000000,2,0,13.962548,3,1,106,1,7.3,321,0,2001,1,33616692
7,5,0,3.2768,4,1,90,1,5.8,64,1,1992,1,5
14000000,1,0,5.355452,1,1,126,1,6.5,81,0,1981,1,35856053
54000000,4,1,17.05064,8,2,117,3,6.3,1556,1,2002,0,155010032
26000000,4,0,5.373623,3,1,94,2,4.9,89,1,2002,0,38793283
48000000,3,1,14.969502,2,1,111,1,6.6,1303,1,2002,0,196397415
20000000,2,0,10.991137,3,1,127,1,6.5,112,1,2002,0,75597042
3000000,2,0,6.363081,5,2,131,2,7.2,197,0,2001,1,9801375
42000000,4,0,8.371005,6,1,115,2,6.1,187,1,2002,1,63781810
5000000,2,0,7.668576,2,1,92,1,5.9,867,1,2002,0,38275483
250000,3,0,9.887355,1,1,88,1,8,471,0,1950,1,96568
45000000,4,0,7.81862,1,1,89,1,5.9,306,1,2002,1,94935764
11000000,3,0,7.397953,3,3,100,1,7,338,1,2001,1,13110448
43000000,2,1,8.889064,1,1,84,1,5.3,286,1,2002,1,68696770
7000000,3,0,13.546984,3,3,114,1,6,33,1,2001,0,3646994
6000000,2,1,7.714094,6,1,96,1,6.1,74,1,2001,1,705308
5000000,3,0,6.719949,5,2,95,2,6.2,686,1,2002,0,368744044
1000000,3,0,2.301183,1,1,96,1,6.4,16,1,1975,1,16000000
50000000,3,0,9.645801,3,1,120,1,6,275,1,2002,1,56714147
60000000,3,1,9.488117,4,3,92,2,5.3,802,1,2002,1,165333180
11000000,2,0,7.793873,3,1,91,1,4.5,298,1,2001,0,16951798
40000000,3,0,6.332398,6,2,103,1,5.7,126,1,2002,1,16872671
18000000,4,0,12.106615,3,1,103,1,7,109,1,2002,0,676698
120000,4,0,1.62632,0,1,87,1,5.3,16,1,2000,0,14904
18000000,3,0,1.33724,1,1,96,1,5.5,27,1,1991,0,5546827
106000,1,0,0.345862,0,1,107,1,5.4,9,1,1970,0,19319254
9000000,4,0,0.941383,1,1,100,1,5.5,16,1,1984,1,10364904
139000000,2,1,29.413341,2,1,121,1,6.8,5398,1,2002,1,821708551
7500000,1,0,3.399684,2,1,112,1,6.4,21,1,1991,0,6266621
14000000,4,0,12.318052,3,1,107,1,6.5,139,1,1991,0,34793160
50000000,2,0,8.96839,4,1,124,2,6.3,282,1,2002,1,119137784
860000,3,0,2.793003,3,1,97,1,6.6,51,1,1985,0,2451545
27000000,3,1,10.956665,1,2,101,1,6.6,627,1,2002,1,129000000
120000000,3,1,14.072511,1,1,142,1,6.4,4074,1,2002,1,649398328
1500000,1,0,8.128106,2,1,98,3,6.8,152,1,2001,0,416925
5,4,0,6.759519,2,1,110,1,6.2,126,1,1978,1,85
38000000,2,1,6.681287,1,1,114,1,6.2,268,1,2002,1,51801187
46000000,3,0,11.424974,3,1,118,1,6.8,1181,1,2002,1,113714830
80000000,5,0,16.724836,2,1,83,1,7.4,870,1,2002,1,122563539
68000000,3,1,9.268136,5,1,124,5,5.9,447,1,2002,1,193000000
25000000,2,0,5.00725,1,1,86,1,5.5,113,1,2002,1,41604473
10000000,2,0,3.073113,1,2,95,1,6.2,41,1,1992,0,14356479
70000000,4,0,9.540021,3,1,116,1,5.4,232,1,2002,1,65977295
1934000,2,1,1.135061,1,1,172,1,6.3,21,1,2002,0,3786801
60000000,4,1,21.040126,5,3,119,5,7.3,3640,1,2002,1,214034224
84000000,3,0,8.592826,3,1,88,1,5.4,853,1,2002,1,275650703
115000000,4,0,7.455875,2,1,134,3,5.8,345,1,2002,1,77628265
5860000,3,0,8.019495,2,1,111,1,7.2,55,1,1967,0,12000000
18000000,2,0,4.29831,1,1,118,1,6.1,26,1,1986,1,3900000
1600000,1,0,7.715087,1,1,103,1,7.1,61,1,1949,1,5400000
80000000,2,0,18.469238,2,1,85,1,7.1,1371,1,2002,1,145771527
102000000,4,0,20.666063,7,1,145,2,7.1,2663,1,2002,1,358372926
50000000,2,0,6.674356,4,1,96,1,5.6,660,1,2002,1,171269535
250000,3,0,2.605409,0,1,91,1,6.3,23,1,2001,0,4186931
140000000,4,1,16.775716,4,1,88,1,6.1,3188,1,2002,0,441818803
10000000,3,0,5.024459,3,1,77,1,5.6,49,1,2002,0,11411644
60000000,3,0,13.067306,5,3,101,1,6,684,1,2002,0,43061982
80000000,3,0,13.426684,3,1,117,1,7.3,1102,1,2002,0,181001478
19000000,2,0,1.289698,3,1,115,1,3.9,32,1,1985,1,12918858
100000,3,0,1.522753,1,1,90,1,5.6,19,1,1972,0,22000000
13000000,2,0,8.502529,1,1,94,1,4.5,230,1,2002,0,37664855
100000000,3,0,7.718723,6,4,138,1,6.1,273,1,2002,0,35168966
120000000,4,0,9.274909,2,1,78,1,5.4,632,1,2002,0,169956806
63000000,3,1,8.786653,5,1,94,4,5.9,997,1,2002,0,296655431
40000,1,1,2.6493,3,1,93,1,7.3,19,1,2002,0,1434436
1900000,2,0,0.653271,0,1,102,1,6.4,9,0,2000,1,240093
150000,3,0,9.203416,4,1,78,2,5.5,19,1,2002,1,2891288
9000000,1,0,5.971241,1,2,90,3,7,241,1,1984,1,20458340
72000000,4,0,11.211568,3,1,106,2,6.4,1624,1,2002,0,408247917
38000000,3,0,7.164131,1,1,100,1,5.3,533,1,2002,0,119723358
8000000,3,0,4.388338,3,3,93,1,6.1,183,1,2002,0,16856124
50000000,4,0,5.852263,2,1,110,2,6.1,210,1,2002,0,26199517
70000000,3,1,12.722381,3,1,124,5,5.8,1454,1,2002,0,277448382
3000000,1,0,0.527297,0,1,113,1,5,1,1,2002,0,19184015
100000000,3,0,8.903754,4,2,95,1,4.4,143,1,2002,0,7103973
25000000,1,0,6.455738,4,2,104,1,5.6,164,1,2002,0,51842679
50000,2,0,3.882092,1,1,90,1,6.9,60,0,2000,1,21075
25000000,3,0,4.439325,3,2,102,1,6.5,54,1,2002,1,10113733
12000000,2,0,10.753445,2,1,96,1,6.6,444,1,2002,0,52223306
29000000,2,0,10.16841,1,2,100,2,5,86,1,2002,0,16930185
20000000,4,0,13.35278,2,1,96,1,6.1,141,1,2002,0,12398628
15000000,3,1,7.50381,2,1,118,1,6.8,208,1,1981,0,41092328
26000000,3,0,11.026793,1,1,84,1,6.4,588,1,1991,0,181096164
8500000,4,0,0.50525,0,0,95,0,4.9,6,1,1994,1,250993
14000000,1,0,9.970485,2,1,103,2,5.9,67,1,1986,0,62134225
1000000,5,0,1.157582,1,1,89,1,5.5,21,1,1956,1,9000000
17000000,2,0,2.522474,2,1,115,1,6,57,1,1981,0,10626725
40000000,2,0,5.160215,8,4,101,2,3.2,106,1,2002,0,18902015
40000000,3,0,3.903016,5,1,108,1,5.7,92,1,2002,0,22433915
8500000,2,1,8.421411,5,1,84,1,5,71,1,2002,0,34411240
12000000,2,0,6.498789,1,1,102,1,6.2,139,1,2002,1,75781642
21000000,3,0,13.217421,4,2,92,3,6.6,1724,1,2002,1,43928932
9000000,2,0,5.536107,1,1,97,1,6.5,95,1,2002,0,4777465
24000000,4,0,5.429614,2,1,100,1,5.6,90,1,1992,0,22518097
230000,1,0,4.788002,1,1,89,1,6.1,145,1,1977,0,25000000
3000000,3,0,2.428279,2,1,100,1,4.8,27,1,1990,1,15369573
70000000,3,0,9.094558,6,2,91,2,4.3,99,1,2002,0,19924033
35000000,4,0,6.894153,6,2,132,1,6.5,164,1,2002,0,29882645
30000000,4,0,5.781667,3,2,106,1,5.8,140,1,2002,0,6916869
4000000,3,0,10.936827,2,1,104,1,6.8,378,1,2002,0,9304609
15000000,4,1,41.048867,1,1,125,1,8.3,3968,0,2001,0,274925095
30000000,2,0,8.587129,1,1,108,1,6.1,408,1,2002,0,180622424
21000000,2,0,14.074906,5,1,117,2,6.4,54,1,2002,0,10011050
78000000,3,0,2.968157,2,2,124,1,6.7,1142,1,2002,0,209196298
2500000,3,0,2.726061,3,1,99,2,7.4,37,1,1988,1,589244
33000000,2,0,8.40852,2,2,137,1,6.7,50,1,1989,1,1132112
130000,2,0,0.59091,1,1,105,1,5.2,6,1,1992,0,799674
8000000,2,0,3.142874,0,0,109,0,7,31,1,2002,1,27362712
15000000,2,1,6.557426,1,1,92,2,5.9,99,1,2001,0,12000000
15000000,5,0,5.951492,1,1,90,2,6.4,133,1,2002,1,19158074
4000000,1,1,11.393859,7,1,120,1,7.3,467,1,2002,1,35564473
25000000,3,0,6.753969,3,1,95,1,6.9,542,1,2002,1,17000000
10000000,2,0,3.492576,3,2,89,3,4.8,52,1,2002,1,598645
25000000,3,0,3.485213,3,2,99,2,4.6,45,1,2002,1,10719357
28,4,0,6.368323,9,2,93,1,5.9,173,1,2001,1,14
48000000,2,0,13.740965,3,2,115,1,6.5,1720,1,2002,1,249348933
7000000,2,0,7.936578,3,1,104,1,6.1,56,1,2002,1,2062066
3000000,4,0,2.850011,4,1,89,1,6.1,37,1,2002,0,13308
